text,label
"Pasang baru daerah diri taban bali sudah lbh dari 20 hari kerja, tapi belum d pasang kalau d hitung dari awal laku bayar sudah lbh dari 35 hari aju pindah KWH juga lambat, terlalu banyak alas aneh jika laku pasung baru d luar aplikasi atau prosedur 2-3 hari sudah pasang tapi dengan biaya yang ckp jauh nilai dari pada d aplikasi",LAYANAN
Tolong di aplikasi sedia pengaduan untuk pindah jalur kabel karena kalau datang kantor dekat bayar agak mahal,APLIKASI
"Layan tidak baik,untuk guna PLN mobile,,buat bintang 1 saja",LAYANAN
Sering banget transaksi gagal tapi uang tetep potong dan baru balik besok padahal kadang uang cuma sisa sedikit dan memang harus beli hari itu juga,APLIKASI
"Kerja belum selesai, sudah anggap selesai, padahal sudah bayar naik daya",LAYANAN
Sya kok tidak bisa daftar ya? sudah masuk no hp klik lanjut tapi gk bisa bisa,APLIKASI
Tolong PLN duren tiga di kasih canopi untuk SPKLU r 2 nya,LAYANAN
Operator aplikasi tidak becus kerja. sudah 3 kali ini tiap lapor selalu jawab padam luas estimasi baik 3 jam tanpa cek lapang dan turun tugas lebih dahulu...padahal yang padam cm area sekitar.tolong cara kerja operator aplikasi jgn kayak orang bego!,LAYANAN
Saat ini listrik mati sudah 6 jam daerah procot slawi. tapi belum juga nyala. tugas tidak ada respon. estimasi 3 jam tapi sampai 6 jam lebih belum nyala. tetep masih belum nyala telah 7 jam. bahkan lap lewat PLN mobile dijwb sudah nyala oleh tugas padahal belum nyala,LAYANAN
Datengnya lama,LAYANAN
Login gagal terus via hp maupun email,APLIKASI
Aplikasi sampah set lokasi mau nambah kan id langgan susah nya minta ampun wifi ngebut padahal,APLIKASI
"Aplikasi sering sekali tidak merespon dan beri notifikasi bahwa tidak ada koneksi internet padahal internet saya stabil dan tidak ada masalah akses aplikasi lain selain itu saat pengaduan listrik padam kasus belum selesai, muncul notifikasi bahwa kasus sudah ditindaklanjuti tetapi saat saya klik tombol listrik belum nyala tidak bisa dengan tulis terang bahwa user tracking larang akses fitur ini.",UMUM
"Dari jam 12 mlm sampa jam 2 belum hidup jugak marah marah suruh nunggu-nunggu terus marah marah anak-anak gk bisa tidur panas, marah marah yang lain hidup cm 3 rumah di sini yang mati marah apa gk palak listrik makin mahal marah 100 rb cm 5 hari tapi kualitas layan makin buruk marah marah",LAYANAN
"Kalau ada maintenance itu jangan malem, siang. malem jadi susah istirahat, anak jadi rewel. kalau memang ada kurang dari sektor-sektor tentu benah dari dulu, madam gilir ini itu gilir bayar listrik mahal, token tok token tok token. bayar supaya ada listrik, ini bayar sama saja",LAYANAN
"Fitur catat meter madiri ilang, tagihan bengkak, main macam apa negeri ini!",LAYANAN
"Kurang simple,kenapa saldo PLN mobile hnya untuk refund transaksi gagal saja, harus bisa di guna untuk saldo utama agar semua transaksi tidak direct ke platform/jasa pembayaran lain yang akan di kena biaya lgi tiap laku transaksi.",UMUM
Mati lampu dari jam 4 subuh tidak nyala nyala sampai jam 7 pagi,LAYANAN
"Saya sangat kecewa, buat lapor listrik saya padam, sudah di konfir sama pihak PLN malah tidak di kerja listrik mati satu malam tidak manusia kali, akan semena-semena nya",LAYANAN
"Saya sangat kecewa, buat lapor listrik saya padam, sudah di konfir sama pihak PLN malah tidak di kerja listrik mati satu malam tidak manusia kali, akan semena-semena nya",LAYANAN
"Pengaduan guna tidak anggap serius, dan hanya selesai tanpa tindak",LAYANAN
"Sudah komplain, tapi tidak ada tugas yang datang/ hubung",LAYANAN
Tidak ada tanggap saat di aju pengaduan a,LAYANAN
Apa an g jls tiba pengaduan di batal mati lampu cuman tempat saya di bilang rata,LAYANAN
"Percuma ada aplikasi, daftar lewat aplikasi pun di sulit",APLIKASI
Tidak profesional masalh gangguan teknis larut larut,LAYANAN
Saya kasih bintang 1 krna sesuai dengan kerja kita bagai langgan aju rubah tarif dari r ke b namun sudah hampir 1 bulan belum ada tindak lnjut apa² dari PLN malang sangat sangat bagong kerja payah.,LAYANAN
"Sudah bikin pengaduan listrik mati tapi slow respon, lapor pagi, dapat pesan whatsapp malam turun lapang besok nyala ikan-ikan ayam 2 ku kulkas mau bikin pengaduan lot kerja ulp daerah kampar tapung riau bingung mana tolong diperbaiki kerja anggota",LAYANAN
No respon percuma saja ada aplikasi tidak ada tanggap,LAYANAN
Tidak bisa pakai dengan sebab antusiasme langgan PLN sedang tinggi,UMUM
"Biasa banget kalau tiap mau jelang adzan magrib mati listrik daerah radio dalam kebayoran baru selalu mati listrik, biasa banget. tolong biasa kalau mati listrik jangan jelang mau adzan magrib.",LAYANAN
Aplikasi tidak bisa di apaapain!,UMUM
"Bikin aplikasi niat biar mudah, mau lapor saja id langgan tidak otomatis.",UMUM
Kenapa tidak bisa daftar meter?,APLIKASI
"Sekarang tidak bisa lapor kalau ada listrik lagi, karena pas buka menu listriqu ngeblank...menu lai juga tidak bisa muncul data",UMUM
Selamat malam kak kenapa daerah kavling polri mati lampu dadak banget,APLIKASI
Tangan yang sangan lambat pengaduan jam 1 siang... sampek jm 7 mlm belum di tangan,LAYANAN
Mau masang meter baru tapi verifikasi PLN unit nya 6 hari lebih belum juga selesai,APLIKASI
Saya aju pasang meter baru dari aplikasi mobile PLN namun sudah tiga bulan belum ada tindak lanjut dari PLN suruh bolak-balik lapor ke live chat mobile PLN perbarui sudah bolak balik lapor lalu pengaduan mobile PLN namun sampai hari ini ini belum juga ada tindak lanjut!,LAYANAN
PLN mobile kurang responsif trllu lambat tangan,LAYANAN
Tegang daerah rumah saya tidak capai 200 v padahal yang tulis meter tegang tinggi 220 v malah ini hanya kisar 180 an volt itu tidak hanya rumah saya sjaa lain hampir semua wilayah saya langgan listrik rasa rugi sudah beberapa lapor tidak ada solusi sama sekali,LAYANAN
Proses adu tidak mudah di aplikasi,APLIKASI
Tidak ad guna juga terlalu lambat respon saat pengaduan listrik padam dan lapor lain nyaa mohon di perbaiki lagi kerja ya bapak/ibuk mohon mohon tlvn call center jugaa harus bayar jadi susah yang tidak punya pulsa buat hubungin PLN nyaa kalau bisa call center gratis aplikasi nya jga harus ad cs layan,LAYANAN
"Jgn percaya omong tugas pengaduan d ktr PLN cem put, bilang KWH bongkar dan tidak sah bayar tagihan, ujung 2 nya tetep tagih omong atw bab itu",LAYANAN
Kurang cepat dalam kerja lapang,LAYANAN
Cek padam sekitar kayak tidak guna. masak satu kampung padam tapi tidak ada yang merah,APLIKASI
Layan sangat muas,UMUM
"Tolong kalau pasang kabel jangan lewat pekarang orang,",LAYANAN
Sebenernya aplikasi sudah bagus tapi staf kantor kurang responsif jadi pengaduan buat baru kerja telah hampir 7 hari itu juga karena di komplain lewat pengaduan live chat hinga ulang - ulang anti cs dan tiap ganti cs ulang lagi informasi belum jika tidak maka tidak akan kerja seperti,LAYANAN
"Aplikasi buruk, tidak bantu misal saat beli token tidak langsung bisa naduk ke meter begitu lapor lama banget di aplikasi",UMUM
Nyusahin asli masang iconct tidak kya dulu rumit banget mesti call. padahal data pribadi pasang baru sudah di cantum,APLIKASI
Gmna tidak rugi melulu. pasang baru iconct sudah via aplikasi data sudah lengkap mlah buat rumit mesti call sgla pdhal maps lokasi dan lain-lain sudah ada smua. kalah sama pihak swasta,APLIKASI
Mending dulu aplikasi tidak rumit kya sekarang masang internet mati validasi dan lain-lain pdhal smua sudah lengkap lokasi dn data diri. pantes rugi terus ngakunya mau jdi langgan baru saja di sulit sok jual mahal jir,APLIKASI
Dengerin saran langgan bebenah zman sudah maju prosedur tu di mudah bukan mlah mkin susah masa masang baru data sudah lengkap lokasi ada masih validasi via call zman mna ada call panggil biasa sudah susah mlah mksa kocak kalau tidak gagal. validasi dan lain-lain awas saja kalau data sya di salah guna oleh pihak iconct,APLIKASI
Zaman sudah maju mudah bukan mlah mundur prosedur pasang baru saja di sulit pdhal sudah lengkap data di aplikasi kocak memang si paling punya negara ini,APLIKASI
"Layan nya lama,",LAYANAN
Maaf tak kasih bintang 1 ya kak. karena daerah saya sering mati listrik. bahkan kdg dalam hari sampe 2 x mati. sudah saya laku pengaduan tapi tindak lambat trimakasih kak moga depa diperbaiki lagi.,LAYANAN
"Layan sangat buruk sekali, saya lapor tunggu dari jam 11 pagi sampai jam 18.22 tidak ada yang datang dan tlp, listrik rumah saya padam dari jam 11 malam sampai 18.22",LAYANAN
"Untuk cs di aolikasi tidak bisa hubung padahal kalau telpon 123 malah arah ke aplikasi, terus guna aplikasi ini apa? apa gini cara PLN layan langgan",APLIKASI
Lama banget kocak ditanggepinnya,LAYANAN
Sangat kecewa saya sama pihak PLN di email sipa orang nya beda-beda prtanyaan yang sama entr ada yang tlp saya dengan nmr yang beda kalian itu bnr-bnr dari PLN atau mau ad tipu saya ada keluh dengan payanan kaliam begitu apa harus saya dtgin langsung pihak PLN atau harus viral kalian baru di tanggap saya baru tambah daya tapi turun terus bagaimana layan kalian sedang kan bayar tiap bulan lumayan,LAYANAN
Tidak bantu sama sekali. kali kali ganti titik lokasi tapi kembali lagi ke titik yang salah.,APLIKASI
Aplikasi sama layan sama persis. tidak guna.,UMUM
Bot matilampu teross,LAYANAN
"Dari awal ngelapor manual, telur ke tugas PLN yang tugas keliling, terus akhir ke PLN mobile usaha untuk bisa di tindak, sama saja dapet nya nihil. sekali lagi aku tegasin, yang salah masang itu tugas PLN sendiri bukan kami. kenapa beban biaya pindah tiang kami yang bayar lucu. pada tidak becus kerja di kerja maen pasang-pasang saja sudah tau akses jalan masuk, di tancep tiang di tengah-tengah jalan kan aneh bnget. karena takut, tidak usah lapor bu nanti kami pindah sampek ber taun-taun, bosen lapr",LAYANAN
Layan tidak jelas babi,LAYANAN
Banyak sibuk kalau di pengaduan,LAYANAN
Aplikasi perintah pada tolol. pesan pop up kamu ngalangin,UMUM
"Mengecewakan,kalo bisa tidak ada bintang",LAYANAN
Masukin nik tidak bisa terus bagaimana,UMUM
Lambat pengaduan gagal terus,APLIKASI
Pasang lambat lambat,LAYANAN
Kalau ada bintang 0 sudah saya kasih 0 pasti. cs chat onlineny tanya apa jawab apa tidak ad solusi samsek. muterr saja jawab,LAYANAN
Buruk,UMUM
"Sekarang padam jam 18.35, pengaduan belum jam 11, saat lapor madam terang baru bisa lapor kembali jam 14.05. aplikasi songong tidak itu",APLIKASI
"Percuma aplikasi kata bebas admin klau taut allo bank, sedang sisi lain klau top up saldo allo bank wallet kena biaya 50. wallet lain saja top up cmn 1500. tf bank lain harus pergi ke atm dulu, gk bisa mobile. sama saja dengan omong kosong dan sangat ruwet.",APLIKASI
"Layan lambat sekali, sudah 7 kali buat lapor tapi tidak di respon. rumah saya sudah padam lebih dari 15 jam tapi belum ada tanggap dari pihak PLN",LAYANAN
"Pliis kak admin. ini usaha negara loh masak nangani keluh dari langgan lama banget uda telfon k cs pulsa habis 50 rb g ngasil, terus mau lapor d mobile banking, eh trouble login berlarut-berlarut, gilir sudah hasil login harus nunggu 3 jam. dan ini uda 3 jam lebih admin d telpon g ada yok benah jngn larut dngn sistem yang kyk begini... jasa itu harus utama puas langgan",APLIKASI
"Too many bugs, wrong location points, never help.",APLIKASI
"Listrik mati terus di tlajung udik, rusak berkali-kali pc saya, lapor berkali-kali juga percuma",LAYANAN
"Layan lambat sekali, sudah 7 kali buat lapor tapi tidak di respon. rumah saya sudah padam lebih dari 17 jam tapi belum ada tanggap dari pihak PLN",LAYANAN
Sering banget ada tulis periksa jaring internet sangat ganggu,UMUM
"Aplikasi ini sekarang sudh tidak bagus apa aju baik itu mohon lapor gangguan listrik padam sampai ke pasang meter listrik baru layan nya tidak bagus, harus nya aplikasi ini langsung ke pusat lagi bukan enak di batal oleh ulp",LAYANAN
Bukan nya atas masalah malah makin banyak masalah anj.udah dua kali saya lapor ada masa dengan meter saya tapi gk pernah ada kode 20 digit,LAYANAN
Aplikasi bumn sarang korupsi.,UMUM
Kecewa aju pasang listrik baru lewat aplikasi online dari awal pembayaran adm hampir 2 bulan belum d pasang pasang juga. mungkin harus pake calo baru cepat,LAYANAN
"Saya bayar token listrik lewat aplikasi ini, dan cara pembayaran saya lewat shopee pay... tapi gagal. dan saya laku 2 kali, dan gagal dua saya tidak tau sebab nya apa, alhasil saya bisa isi token listrik lewat aplikasi shopee nya langsung, walau admin nya nambah sedikit. saya hubung call centre via email, kata untuk kembali dana nya lewat shopee? kok bisa... padahal status pembayaran nya hasil tapi gagal di aplikasi PLN mobile nya sendiri. apa tidak ada jelas",APLIKASI
Aplikasi jelekk parah masak loading lama,UMUM
"SPKLU banyak yang rusak kurang awat banyak SPKLU tidak ada kanopi masa ngecas hujan 2 an, listrik kan musuh air, lapor lambat tangan",LAYANAN
Layan supportnya payah payah sangat,LAYANAN
"Buat komplain di applikasi selalu batal oleh teknisi dengan alas sudah solved, payah",LAYANAN
Lambat parahh aplikasi,UMUM
Lama banget proses nunggu sudah 2 bulan buat pasang baru tidak dateng dateng. alesan kabel tidak ada terus,LAYANAN
Tolol anying servernya tidak beres,UMUM
Ngebug terus pas di perbarui,UMUM
"Layan buruk, langgan tidak batal adu tapi batal otomatis oleh sistem padahal listrik belum pulih",LAYANAN
"Mati hidup tiap hari, kalau cuma 20 x masih ku maklum apa tugas kurang gizi ya?",LAYANAN
"Aplikasi gk guna...apalagi libe chatnya,nanya apa jawab apa.mau daftar/pasang baru.selalu jawabanya anda tidak mendatkan subsidi. ahirnya di arahin ke yang 900 v.gunta ganti nikk tetwp sama.bilang saja kalau mau laku yang 900 v.takyat kecil di psrsulitt",LAYANAN
Jam tutup aneh... saya komen ini uda lewat 00.15 tapi blom bisa transaksi beli token,APLIKASI
Gua mati sudah 10 jam lebih ini ulp btg gilak kali tres anjir! sudah gitu 123 kaga bisa hubung terus lewat aplikasi ini reconecting terus butut anjir tidak guna aplikasi kamu gilak! terus cs kamu semua jawab tamplate terus tanya apa jawab apa! tidak butuh gua cs yang jawab tamplate gilakk! tidak guna aplikasi kamu anjir ini! 2 x cs atas nama yohanes dan satriadi jawab tamplate terus!,LAYANAN
Telah di perbarui malah gk bisa bikin pengaduan,APLIKASI
Masa mau lapor yang dua nunggu 5 hari.,APLIKASI
Tidak user friendly,UMUM
Listrik rumah mati dari jam 4 sore sampe nulis ini belum nyala dan tidak ada tindak lanjut apa yang bikin kesell 3 x lapor dibatalin khusus PLN area pondok gede... sudah coba panggil tukang listrik info harus PLN yang urus. masalah cuma rumah saya doang yang mati listrik tolongg ini harus bagaimana lagi kecewa,LAYANAN
Saya laku isi token tgl 11 apr tapi terang gagal sedang saldo sudah potong sudah hubung tapi belum juga refund,APLIKASI
"Tambah daya online area manado sulut. dari 1300 ke 3500 sudah di bayar dari 9 maret 2026, 2 april jawabanya kendala mcb tidak sedia sampai hari ini 13 april belum ada jelas lanjut. kelas bumn tidak punya stok mcb. lawa apalagi ini!",LAYANAN
Tidak bisa buat daftar payah aplikasi gk bisa bantu keluh resah masyarakat,APLIKASI
Akhir-akhir ini sering lambat aplikasi... mau isi pulsa saja susah sekali untuk di buka...pdh aplikasi lain lancar-lancar saja... mohon di tingkat kan lagi aplikasi biar gk lambat,APLIKASI
Sory saya kasih bintang 1 soal nya sudah dua kali mati listrik di kampung saya yang bayar mati listrik yang tidak bayar nyala listrik nya tidak adil sekali tolong pemeriksan nya,LAYANAN
Min beli token di batas kah?,APLIKASI
"Pas saya mau coba masuk, saya stuck di bagi sudah daftar dan milik pin lalu saya tidak bisa lanjut proses masuk",APLIKASI
Buat motor masih jarang nemuin buat chas palingga di pinggir jalan ada itu yang buat motor tapi yang SPKLU jangan yang SPLU,APLIKASI
Lapor selalu lama respon nya gk guna aplikasi ini,LAYANAN
Aju migerasi nonsubsidi jadi subsidi malah tolak sebener e guna apa gk aplikasi ini,LAYANAN
"KWH meter di ganti, tapi pulsa tidak kembali ulp pancurbatu, pelayana kurang",LAYANAN
Aplikasi terlalu ruwet,UMUM
"Di daerah saya tepat di tatah mangkih laut,kab banjar, tiap hujan pasti spaning rendah,dimohon pihak kait agar segera di tindak lanjut untuk masalah ini, soal sering sekali tidak ada penganan yang serius",LAYANAN
"Buat komplain di applikasi selalu batal oleh teknisi dengan alas sudah solved, tidak jujur san amanah. no lapor selalu minta isi harus ada pilih no lapor yang pernah buat jadi tidak perlu keluar menu buat nyari no lapor rumit",LAYANAN
Telah perbarui tidak bisa di buka tulis rooting-nomer-nomer,APLIKASI
"Tidak jelas sudah pengaduan dari jam 1 siang sampe sekarang belum ada tindak info bahwa jadwal sedang padat terus woy ini saya tidak bisa ngapa mengapa di rumah sampe malam saat ini pukul 23.59. tidak mandi panas, ada anak bayi panas yang benar saja ya kali saya sewa hotel 1 hari buat agak anak bayi tidak rewel",LAYANAN
Untuk tangan mati listrik lambat. tidak laku kece cara kala untuk lokasi yang sering mati. tolong diperbaiki sistem,LAYANAN
"Aplikasi apa ini saya punya saldo PLN mobile tapi tidak bisa di gunain, kalau aplikasi belum suport pakai saldo PLN mobile tidak usah di adain",UMUM
Layan kurang gercep.,LAYANAN
"Aplikasi bagus sederhana cukup lengkap. namun layan pegawai tidak responsif, pengaduan 4 kali lebih tidak ada tanggap dan auto selesai sedang masalah belum selesai. cs sudah ganti 10 x tetapi hasil sama tunggu lagi buat pengaduan lagi dan tidak ada hasil lagi",LAYANAN
Repound saldo sudah 2 bulan belum juga balik banyak korupsi pegawai nya.,APLIKASI
"Tangan lama, estimasi 3 jam tapi sudah lewat 3 jam belum ada respon baik fix yang nilai bintang 5 rata pesan template semua, kira netijen tidak bisa nilai apa ya",LAYANAN
"Tolol tolol pelayanannya,mau tambah daya saja rumit banget nga ada jawaban,biarin aje saya suntik kabel dari tiang,",APLIKASI
Aplikasi sekarang lambat buat bayar tagihan listrik selalu kadaluwarsa. tidak dapat langsung hubung dengan dompet digital. bintang saya turun dulu sampai aplikasi normal seperti dulu,APLIKASI
Saya dulu pakai prabayar terus pindah ke token nyata bayar lebih mahal saya kira sama untuk saya bagai pensiun rasa berat ada gk nggih token yang lebih murah,UMUM
Tidak pengaruh apa-apa,UMUM
Lambat,UMUM
Saldo saya tidak balik lgi karena saya ganti nmor telepon.prosesnya rumit mesti cetak form cara manual.d jaman serba digital kom maaih ada sistem kerja seperti itu,APLIKASI
"Unreliable app, sulit dapat location dan charge",APLIKASI
"Aplikasi lambat poll buat login, padahal dulu sering bayar listrik lewat aplikasi ini karena lebih murah malah suruh login ulang sudah gitu pas login pake nmr hp lambat poll tidak bisa login samsek",APLIKASI
"Aplikasi bagus, jika ada komplain langsung jawab tapi pasang listrik baru via PLN mobile lama sekali, tidak ada sla di tiap tahap proses, tanya ke cs gaada yang tau, pasang via btl langsung jadi. tolong buat sla yang jelas ke unit survey, NIDI SLO dst.",LAYANAN
Live chat selalu sibuk,APLIKASI
"PLN aek kota batu labuh batu utara sumatera utara sering mati lampu bolak balek tahun tahun. tolong kalian perbaiki sistem PLN kalian, dan kalau sudah mati lampu mau pengaduan PLN mobile tidak fungsi",LAYANAN
Layan jelek,UMUM
"Layan baik,respon dari operator sigap bagus tahan",UMUM
"Aplikasi nya parah banget layan kurang, masa pasang listrik lewat aplikasi ini tanggal 25 maret sampai 14 april belum pasang harus PLN sedia material kan PLN milik negara masa gakebeli stok matrial nya,",LAYANAN
"Ganti mcb karena loncer, sama tugas PLN suruh nunggu 15 hari dan mcb kita ganti sementara pakai merk broco. tidak sampe 15 hari barang mcb nya datang yang rumah ada istri, tugas PLN malah salah istri karena mcb nya bukan asli dan tugas PLN padahal terang-terangan ganti mcb sementara sama tugas belum dan kata yang sekarang mcb yang sekarang resmi PLN tapi saya rada ragu juga. soal tugas belum dan yang sekarang nakal nembak nawarin mcb dengan harga fantastis.",LAYANAN
Sudah ulang kali padam listrik hanya 3 rumah saja. arti lama ini tugas dtg belum tuntas belum selesai masalah skr masih tetap kumat lagi. yang benerla sedikit kalau kerja jgn bikin konsumen marah,LAYANAN
"Layan lamaa, sering mati listrik tabpa pemberitahuan di app.",APLIKASI
"Beli token saja susah amat, sana tidak bisa sini tidak bisa",APLIKASI
"Layan buruk. usaha monopoli, sistem asal 2 an. jam 1 pagi masih saja tidak bisa isi token. tolol",APLIKASI
Konyol,UMUM
"Tingkatin layan nya sesuai informasi, masa sudah jam 01 31 masih pelihara ajah, mau isi token susah, sudah KWH nya kalau mau habis token nya kaga bunyi buzzer nya",APLIKASI
"Mati listrik dari seblm magrib sampe tengah 3 pgi belum hidup, sudah lapor d aplijasi tapi tidak ada tindak malah lapor d retrun, lapor kembali bilang sudah nyala tapi kenayatanya masih mati listrik, sangat kecewa sekali PLN",LAYANAN
Kok malah mundur ya jadi lama untuk daftar,APLIKASI
Lebih cepat datang ke kantor dekat,LAYANAN
"Gagal ngecharge mobil, refund saldo lamaa tidak masuk masuk ke rekening",APLIKASI
Perlu tingkat,APLIKASI
Kenapa ini tidak bisa log in? sudah lama banget nunggu loading terus...,APLIKASI
Aplikasi nya rumit sudah pasang macem wallet tapi karena responnya luama akhir tidak bisa masuk-masuk wallet buat bayar. singkat tidak ada guna saja pake macam metode pembayaran kalau tidak bisa dipake.,APLIKASI
Mohon maaf belum untuk layan restitusi turut saya sangat bertele-bertele alias lambat bisa makan waktu kurang lebih 1 bulan paling cepat. sedang sekarang zaman sistem digital. terus 1 lagi untuk daftar di aplikasi mobil mohon lebih lengkap lagi fitur jika memang tempat ibadah hilang nik atau kasih terang lain. masak nama konsumen mushola sedang nik pemohon...jika seperti itu kasih terang yang jelas atau tunjuk,LAYANAN
"Tempat kurang nyaman lokasi cas buat rw tidak tutup kanopi, karena kalau hujan bisa kena hujan, beda sama lokasi SPKLU yang pernah saya kunjung tutup kanopi tidak di anak tiri sama kendara r 4.harus ada baik lokasi buat cas r 2 dan ruang tunggu yang nyaman buat langgan SPKLU",LAYANAN
Saya aju mohon izin sementara untuk nikah anak saya,LAYANAN
Aplikasi ko sibuk terus padahal bumn,UMUM
"Proses ubah daya sangat lama, sedang kalau hubung tugas PLN langsung, 1 hari langsung di proses dan di kerja tapi dengan biaya 2 kali lipat. pihak PLN tolong di perbaiki sistem kerja seperti ini",LAYANAN
"Responya lama amat, ujung 2 nya bisa pakai,calo kalau lambat gini",LAYANAN
Sekarang tidak bisa lapor untuk tempat lain,APLIKASI
"Mati lampu terus daerah saya, sebal hampir tiap hari tanpa memberitahu, kek yang kerja anak maggang semua",LAYANAN
"Di google dan atur mana jam layan loket PLN jam 08 00 - 16 00 tapi fakta 14 00 dan tutup alhasil saya yang dateng lebih dri itu yang luang ijin pulang duluan jam 15 00 misal demi urus keluh eh loket layan sudah tutup, alhasil harus besok, pdhal layan tengah tengah asli sumpah kecewa banget.",UMUM
"Jelek, csnya lambat kek siput",LAYANAN
"Topup saldo mau niat beli token malah tidak ada menu pembayaran lewat saldo yang sudah di topup... buat apa ada fitur topup saldo, cuman bisa pakai pas charge mobil listrik doang",APLIKASI
Slow respon dalam layan tindak lanjut keluh customer kait madam listrik,LAYANAN
Tolong kasih tau cara sesuai angka meter jalan di aplikasi dengan angka yang di meter rumah. karena angka di aplikasi jauh lampau angka di meter dan itu sangat resah saya sbg langgan PLN yang tidak pernah telat bayar listrik tiap bulan,APLIKASI
"Aplikasi yang sangat buruk, buang duit negara. mau beli token saja susah dan lambat",APLIKASI
"Aplikasi sudah bagus, tapi respon kait pengaduan sangat lama. cs hanya jawab mohon di tunggu tugas lapang dan saya sudah tunggu lebih dari 24 jam tidak ada satu tugas yang datang untuk ecek",LAYANAN
Tidak jelas banget birokrasi nya,UMUM
"Mau daftar saja susah minta ampuun. verifikasi lewat wa masi aman, lanjut verifikasi email mulai ngaco, tiap buka gmail buat liat kode verifikasi pas balik lagi ke apl nya malah sudah ke tutup. ujung-ujung ngulang dari awal lagi. gitu saja terus sampai bikin emosi. yang bikin apl nya kurang pro.",APLIKASI
Saya sudah ganti meter listrik tak fungsi di panggil orang nya tak mau datang tak tanggung jawab... apa karena tak ada uang nya kami ni orang susah jangan di susah kan... kami bayar tiap bulan... kelian yang ganti. harus nya di panggil datang... jangan buat masyarakat susah hidup ni da susah.,LAYANAN
Layan lama,LAYANAN
Pasang home charging sulit... optional tidak guna harus lengkap... ayo bikin sesuai dengan yang hendak negara...,APLIKASI
Guna saldo refund itu apa.kalo trx kadalwarsa beberapa hari kemudian sukses motong saldo,APLIKASI
Aplikasi nya lambat l,UMUM
"Layan lama, aplikasi sering error sering gangguan, dan proses layan bukan makin mudah malah makin sulit.",LAYANAN
Lambat,LAYANAN
6 kali pengaduan. tidak ditindaklanjuti. gimanaa,LAYANAN
Mbc tidak fungsi nunggu operator terlalu lama sudah 3 jam nunggu belum datang-datang,LAYANAN
Payah layan PLN mobile gk ada solusi saat butuh,LAYANAN
Reinstall aplikasi tapi malah tidak bisa login kata email sudah daftar kalau ikutin cara yang sedia di aplikasi harus ada tombol ini malah paksa untuk ngelick erti,APLIKASI
"Ni token sudah bayar tapi masi tulis belum lunas, tolong pelihara sistem kan masi lama tengah malem, ni pagi-pagi sudah error saja kacau banget ni app, plislah",APLIKASI
Lambat,UMUM
PLN diri kota sangat lambat untuk ada pasang baru dan luas 1 tiang 1 bulan ebih,LAYANAN
Kok tidak bisa aju home charging via aplikasi? layar ngefreeze dan hanya ada untuk 3 fasa dan paket lengkap.,UMUM
Layan untuk mobil listrik kenapa hapus untuk buat KWH baru saja? pilih cm ada paket lengkap dengan wall charger. hadeh bumn tidak mau rugi amat masa yang sudah kasih wall charger dari merk mobil nya tidak bisa pasang KWH baru. hadehh bumn PLN tidak mau rugi amat.,APLIKASI
"Aplikasi bagus, jika ada komplain langsung jawab tapi pasang listrik baru via PLN mobile lama sekali, tidak ada sla di tiap tahap proses, tanya ke cs gaada yang tau, pasang via btl langsung jadi. tolong buat sla yang jelas ke unit survey, NIDI SLO dst. apakah benar PLN habis kabel?",LAYANAN
"Jelek banget sudah tidak bisa download invoice, laku lapor pake live chat kalau ada pembayaran yang masalah walau saldo tidak potong bukan cek malah disaranin pake pembayaran lain, hadeh kan saldo saya sekarang cuma ada bayar yang masalah rumit tau pindah-pindah saldo.",APLIKASI
Lanjut,UMUM
Lambat kali buka aplikasi nya tolong di perbarui lagi,UMUM
"Sudah 1 minggu pengaduan listrik padam, tidak ada 1 tugas datang untuk cek gangguan listrik. sampai sskarang belum nyala pembayaran listrik lunas",LAYANAN
Lambat,UMUM
"Worst customer service on earth. power down since 16 april 2026. reported immediately. every live agent repeats the same scripted nonsense like a parrot koordinasi segera 36 hours later, still no power and still no eta. we re not asking for miracles just an estimated restoration time so we can plan relocate, save the fridge, book a hotel. but agents are either untrained or not allowed to share any real information. useless app, useless support.",LAYANAN
"Gila kelas PLN yang sudah monopoli listrik app lambat g boss d pake.jg banyak korupsi maknnya,",UMUM
"Ngecek id langgan saja tidak bisa... masa data tidak temu terus. padahal beli token di counter dan lalu atm, masukin id langgan yang sama, bisa ke baca. di aplikasi tidak ke baca.",APLIKASI
PLN mobile sekarng kesini y bikin susah verefikasi saja harus tunggu 2 atau 3 hari kerja.makin jelek sekarng PLN mobile,APLIKASI
"Jelek banget sudah tidak bisa download invoice, laku lapor pake apa selalu henti di cs yang jawab template, bukan di lapor ke pihak teknis seperti bagi developer/programer yang sangkut hadeh, yang bales review ini juga sama templatenya mending tidak usah direspon sekali",APLIKASI
Tangan lama,LAYANAN
Apl taek,UMUM
PLN tulungagung sangat istimewa lapor gangguan karena hanya rumah saya yang padam KWH meter lampu indikator tidak nyala dan 41 enter keluar 0 tanggal 16 april 2026 jam 19 00 wib pada jam 20 00 ada wa masuk mengatasnamakan tugas layan gangguan PLN dengan isi wa akan kerja sesuau urut dan pada aplikasi akan di perbarui nyala sementara padahal mereka tidak pernah datang menanggani dan pada 17 april 2026 jam 21 44 wa lagi minta info apakah sudah nyala apa belum. tanpa pernah datang,LAYANAN
